INSTALL_YR,INSTALL_MO,OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,GLOBALID,LAT,LON,point
2010,11,1629,234 EDDY ST,Urban Health Clinic,EDDY,SIDEWALK,1,2,{0DE76552-8E56-45FF-BBD5-DA240F696E4F},37.784337,-122.411667,POINT (-122.41166679354544 37.78433700254345)
2002,0,1759,2312 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,{73EA067E-56B2-4F3F-B88F-A22C2D3F317A},37.763987,-122.433784,POINT (-122.43378379291056 37.76398700608259)
2018,4,4872,2055 Union Street,Earth Bar,Union Street,SIDEWALK,1,2,{89D115ED-CA17-4D14-AAFD-38CD5C605C56},,,POINT (-122.43307088038209 37.79711281900256)
2004,0,123,301 KING ST,Panera Bread,KING,SIDEWALK,3,3,{CB2B5118-9CE1-46F0-B8D2-AB55DB56FDF1},37.775514,-122.394215,POINT (-122.39421479719893 37.775514001171146)
0,0,2672,131 SOUTH VAN NESS AVE,Dainese,S VAN NESS,SIDEWALK,1,2,{3746CFE2-C369-48BB-8960-E250117AAFE6},37.771338,-122.417622,POINT (-122.41762179412153 37.77133800428048)
2018,4,4876,1980 Union Street,Extreme Pizza,Union Street,SIDEWALK,1,2,{E20EE45B-1C6D-4F04-B477-73A11700BCC0},,,POINT (-122.43191255067174 37.797760978961364)
2016,10,3346,598 03rd ave,Crystal Cleaners,03RD,SIDEWALK,1,2,{4D6419BC-DEE1-4959-BB83-60C57B14AAF1},37.77744,-122.460714,POINT (-122.46071403162969 37.77743991442908)
2003,0,641,207 VALENCIA ST,UNKNOWN,VALENCIA,SIDEWALK,1,2,{7EE88035-3A04-4AFD-BD2A-3034A8754C5B},37.769615,-122.422046,POINT (-122.42204579274963 37.76961500424403)
2004,0,2670,1695 MARKET ST,Delessio Market & Bakery,MARKET,SIDEWALK,2,4,{29F15672-B014-4C46-B536-292E3CE3F478},37.772546,-122.421919,POINT (-122.42191879442535 37.77254600399336)
2005,0,2541,1034 VALENCIA ST,UNKNOWN,VALENCIA,SIDEWALK,1,2,{2C4987DC-B38A-4855-8E3E-EA24A00D7911},37.75634,-122.421352,POINT (-122.42135179530835 37.7563400052474)
2018,2,4625,3491 19th Street,Boba Guys,19th Street,SIDEWALK,1,2,{C5DBA048-ED2C-4852-A489-252819ECC350},,,POINT (-122.4211287002945 37.75994844084753)
2018,6,4763,947 Dolores Street,Residential Apt.,Dolores Street,SIDEWALK,1,2,{00E6D282-4054-48C7-92E9-A1580A98300A},,,POINT (-122.4249734516674 37.75425678166304)
2002,0,1343,969 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,{57DBEF78-7F06-4D22-9794-9E396BEFABBA},37.782515,-122.409216,POINT (-122.40921579463034 37.78251500268663)
2015,1,1731,4229 18TH ST,Adhirkara Yoga,18TH,SIDEWALK,1,2,{B99C33CF-9BDE-4D1B-92D7-C0E0B45B212D},37.760644,-122.436645,POINT (-122.43664479204944 37.760643906453325)
2002,0,602,560 03RD ST,UNKNOWN,03RD,SIDEWALK,1,2,{8315576C-C3A0-4D33-888D-AB4AA3B4E10B},37.780406,-122.395082,POINT (-122.39508179651257 37.78040600125094)
2018,9,4686,123 Mission Street,Entelo,Mission Street,SIDEWALK,1,2,{17BF725A-A8C9-4A36-83C4-B3C38733F335},,,POINT (-122.3943390496823 37.79188222000998)
0,0,2571,1453 MISSION ST,California Institute of Integral Studies,MISSION,SIDEWALK,1,2,{1EBC945D-4A16-49A4-A110-9C3DCAD830EA},37.774578,-122.416165,POINT (-122.41616479471486 37.774578003882404)
2018,3,4772,1670 Noe Street,Kate Kennedy Center.,Noe Street,SIDEWALK,1,2,{B3CE3A67-EA44-4BA9-99A5-EF7E65ABA592},,,POINT (-122.43133526169741 37.74220688130165)
2018,4,4768,550 Bayshore Blvd,Flower Craft Center,Bayshore Blvd,SIDEWALK,1,2,{BDF56CD4-9A03-44A7-BB89-ABC6408AB65A},,,POINT (-122.4073795509217 37.73911825055893)
2015,1,2940,243 WEST PORTAL AVE,Walter Adams Framing,WEST PORTAL,SIDEWALK,1,2,{8DB328F3-50DD-48A0-89CA-06A02737E43D},37.738344,-122.468125,POINT (-122.46812508966389 37.73834390994985)
2012,5,330,303 02ND ST,24 Hour Fitness,DIVISADERO,SIDEWALK,3,6,{27EBCD00-8CF5-4AB2-AA98-CADB211E5A4A},37.785287,-122.395553,POINT (-122.39555279588991 37.78528700072466)
2017,5,3242,1555 Clement St,Brewcraft,CLEMENT,SIDEWALK,1,2,{B5FC1336-2D70-4D7C-895F-CFF426E66E04},37.782361,-122.475817,POINT (-122.47581723482851 37.78236062006765)
2016,8,3523,64 Sixth St,Pentacle Coffee,06TH,SIDEWALK,1,2,{09171348-6CEE-4950-91B8-97E1B9917674},37.781337,-122.409291,POINT (-122.40929057481411 37.78133682958458)
2012,4,511,780 BRANNAN ST,ATS Auto Body,GILBERT,SIDEWALK,1,2,{FD0CA1A3-6387-461C-8BAF-17D04030804D},37.77352,-122.40283,POINT (-122.40282979605534 37.77352000262786)
2003,0,2782,700 HAIGHT ST,Palmyra Restaurant,HAIGHT,SIDEWALK,1,2,{E3639642-EA43-43E4-B6D9-7AAD55D048E1},37.771874,-122.433932,POINT (-122.43393179171116 37.77187400519665)
2013,1,2117,701 FOLSOM ST,Chai-Am Thai Restaurant,FOLSOM,SIDEWALK,1,2,{6AC4BC3F-0CC6-4FBF-9EBA-15D0DA3EAD9A},37.783175,-122.399069,POINT (-122.39906909557045 37.78317525147425)
0,0,1728,146 GRANT AVE,UNKNOWN,GRANT,SIDEWALK,1,2,{B0AE02A0-47B8-4FD8-9B4C-3CF42A57D432},37.788266,-122.405174,POINT (-122.40517379390519 37.7882660017842)
2017,10,4523,1240 09th Avenue,Park Chow,09th Avenue,SIDEWALK,1,2,{62FC62E4-1795-4182-89C0-866C9CAD163B},,,POINT (-122.46605965906743 37.76515639071151)
2005,0,486,3809 NORIEGA ST,UNKNOWN,NORIEGA,SIDEWALK,1,2,{AE258843-60F2-4EBE-ABEA-D923D34CF48F},37.752773,-122.50457,POINT (-122.5045697831053 37.75277301209672)
2017,7,4835,2150 Irving St,iTea,Irving Street,SIDEWALK,1,2,{3F72788D-E9B4-4BD4-BA93-28119F0634F5},,,POINT (-122.48113411835546 37.76353233031739)
0,0,2027,1496 MARKET ST,Walgreens,MARKET,SIDEWALK,1,2,{4412AFAD-D42D-4E02-BBEC-DE6826DCEF0B},37.776007,-122.418933,POINT (-122.41893339350163 37.7760065733394)
2010,11,441,250 FOERSTER ST,Sunnyside ElementaryáSchool,FOERSTER,SIDEWALK,2,4,{834FAA05-8830-4F55-A4A8-9A609FC0D472},37.730439,-122.448721,POINT (-122.44872079352605 37.73043900996232)
2018,1,4587,341 Spruce Street,Office Building,Spruce Street,SIDEWALK,1,2,{C797D65F-C82F-4217-8636-192A75ABE92C},,,POINT (-122.45382130983435 37.787554529315926)
2003,0,2276,1640 VAN NESS AVE,UNKNOWN,VAN NESS,SIDEWALK,1,2,{D0BED96B-0CC1-42D0-BDD7-263A51DB8C3E},37.791001,-122.421986,POINT (-122.42198579168449 37.79100100245076)
2015,1,484,512 DIVISADERO ST,SF Hardware,DIVISADERO,SIDEWALK,1,2,{DC0D1671-8920-43B6-8321-ECB48CC44EAB},37.774355,-122.437307,POINT (-122.43730679134595 37.77435500580131)
2015,8,2597,746 ARGUELLO BLVD,San Francyclo,ARGUELLO,SIDEWALK,2,4,{997E1AAC-8A86-4771-B176-92C7FB651EA1},37.776306,-122.458426,POINT (-122.45842626957956 37.77630617503481)
2002,0,1612,2574 SAN BRUNO AVE,North East Medical Services,SAN BRUNO,SIDEWALK,1,2,{D7179ECE-873C-4C1D-82AA-20DBC14756BA},37.72902,-122.404467,POINT (-122.40446680072174 37.72902000653219)
2006,0,183,1657 POWELL ST,UNKNOWN,POWELL,SIDEWALK,1,2,{CD9F6AF1-278F-4A9E-8D8F-42D043C157CE},37.799943,-122.411,POINT (-122.4109997923384 37.799943000666424)
2010,11,2688,405 HOWARD ST,New Resource Bank,HOWARD,SIDEWALK,1,2,{0AA515E9-7F6D-46B4-81E8-256D417FED29},37.788886,-122.395237,POINT (-122.39523679632939 37.7888860004592)
2002,0,1907,100 CARL ST,Crepes on Cole,CARL,SIDEWALK,1,2,{F60AB2D2-0879-485E-ABE2-92CB72E24773},37.765895,-122.450262,POINT (-122.45026179015203 37.76589500714256)
2013,1,2503,124 02ND ST,Patelco Credit Union,02ND,SIDEWALK,2,4,{559BCD1A-A965-47FF-9C59-C33A292DFD1E},37.787509,-122.399553,POINT (-122.39955279512753 37.7875090013625)
2004,0,783,3641 SACRAMENTO ST,UNKNOWN,SACRAMENTO,SIDEWALK,1,2,{A1BEFD47-FA08-4B19-A9F0-F186801506C7},37.787234,-122.452625,POINT (-122.4526247874128 37.78723400466952)
2006,0,926,846 DIVISADERO ST,Little Star Pizza,DIVISADERO,SIDEWALK,1,2,{D746E88E-D987-49D1-B105-5B6CB28FD52A},37.777533,-122.437973,POINT (-122.43797279055677 37.77753300526405)
2003,0,106,3401 IRVING ST,Toby's Sunset Soccer Supply,IRVING,SIDEWALK,1,2,{3CA39907-9ED7-421E-9CB3-6217E20B69DF},37.762546,-122.494418,POINT (-122.49441778364896 37.76254601031331)
2013,1,346,654 MISSION ST,SPUR,MISSION,SIDEWALK,3,6,{EAE2002C-E68E-4F66-8307-44549A281F2F},37.787178,-122.401222,POINT (-122.40122179480086 37.787178001052204)
2011,6,334,4288 24TH ST,Firefly restaurant,24TH,SIDEWALK,1,2,{C4307BE8-32FF-442F-B6B3-A78375D2F180},37.751259,-122.438244,POINT (-122.43824379348571 37.7512590068609)
2015,8,187,2390 MISSION ST,Bikram Yoga,MISSION,SIDEWALK,1,2,{8498E637-1D3B-4518-9DD9-C0662920BE7F},37.758798,-122.419155,POINT (-122.41915521462498 37.75879843744107)
2019,2,4898,2824 Geary Blvd,BOL Global CPA,Geary Blvd,SIDEWALK,1,2,{B1AF7B74-68E7-4AF5-8403-3B227E01E9DB},,,POINT (-122.44957741997708 37.782489939236555)
2012,10,307,2482 MISSION ST,multiple,MISSION,SIDEWALK,1,2,{106DF471-FB96-40F9-B98D-51B21B1B5493},37.757435,-122.419365,POINT (-122.41936449558465 37.75743536526424)
2009,0,1742,201 LELAND AVE,Visitacion Valley Library,LELAND,SIDEWALK,5,10,{1765106D-98D5-42B0-B3F4-6A15A20D6F89},37.71245,-122.407873,POINT (-122.40787280286477 37.712450007593674)
2006,0,995,354 CLEMENT ST,Funa-ya Japanese Cuisine,CLEMENT,SIDEWALK,1,2,{ACC2C746-42CD-4C3D-87E7-A0C211E198F2},37.783249,-122.463137,POINT (-122.46313678595651 37.78324900593772)
2019,1,4926,1471 09th Avenue,Dance With Life Chiropractic,09th Avenue,SIDEWALK,1,2,{0C7EFEFA-F53E-4791-9F39-73D8D6A57A4D},,,POINT (-122.46641821877677 37.760852360250006)
2017,10,4508,800 Valencia St,Rhea's Deli & Market,Valencia Street,SIDEWALK,1,2,{BF684DBF-4C3A-4F1C-9653-F8829E40ECD2},,,POINT (-122.42171511993251 37.759823690168226)
2015,10,1515,150 BROADWAY ST,For a Thinkspace,BROADWAY,SIDEWALK,2,4,{53586940-430C-4A4C-B90D-F4FCA403D9AF},37.798721,-122.400487,POINT (-122.40048729164194 37.79872090249822)
2015,10,1067,210 MISSISSIPPI ST,Infield Design,MISSISSIPPI,SIDEWALK,2,4,{E2C36D63-6AA5-480A-84D0-15DBB1236314},37.7638,-122.394781,POINT (-122.39478065672698 37.76379952327425)
2018,8,4676,838 Grant Street,Asian Artwork Exhibition,Grant Street,SIDEWALK,2,4,{3EC89891-81F7-4761-80AA-3C6B156DE35E},,,POINT (-122.40608406066458 37.794825028416554)
2010,0,2723,2315 CLEMENT ST,Bills Place,CLEMENT,SIDEWALK,1,2,{7CE933D5-E438-49E7-BD71-33FBC0905561},37.781801,-122.484141,POINT (-122.48414078348654 37.78180100844162)
2010,0,552,1501 OCEAN AVE,Lucky Ocean Donuts,OCEAN,SIDEWALK,1,2,{11F0507E-7B8E-42C5-8FB8-AE26E2C7C56B},37.724087,-122.458343,POINT (-122.45834279347794 37.724087011029255)
2015,10,2874,Jefferson and Leavenworth,Port of San Francisco,JEFFERSON,SIDEWALK,6,12,{2FB447DB-D87F-44A4-988F-0AAD98009105},37.807877,-122.419051,POINT (-122.41905066612627 37.80787720384111)
0,0,653,670 04TH ST,Walgreens,04TH,SIDEWALK,2,4,{F5213487-D666-4516-B9F7-35A11B248468},37.777228,-122.395565,POINT (-122.39556479688228 37.77722800214931)
2002,0,1657,3252 PIERCE ST,UNKNOWN,PIERCE,SIDEWALK,1,2,{76B7587F-9B61-48B1-8E7E-82BDAE3B75A1},37.800171,-122.439161,POINT (-122.4391607883518 37.800171003657866)
2003,0,1034,1222 NORIEGA ST,Bashful Bull Hamburgers,NORIEGA,SIDEWALK,1,2,{DB0614A5-D7C1-4F54-A285-704269E5F3B1},37.754461,-122.476979,POINT (-122.47697878661465 37.75446100961973)
2017,1,3628,22 Peace Plaza,Ichiban Kan,POST,SIDEWALK,2,4,{E50090DC-570C-44C1-A73D-67E6DCCF83C3},37.785559,-122.429142,POINT (-122.42914220979627 37.78555907020999)
1998,0,2147,1380 HOWARD ST,San Francisco Department of Public Health,HOWARD,SIDEWALK,1,2,{52A805C7-DE92-4525-8817-E65E0C8EB46A},37.774453,-122.414398,POINT (-122.41439779476141 37.77445300334914)
2011,6,1656,3950 BALBOA ST,Irma's Richmond Market,BALBOA,SIDEWALK,1,2,{54E18294-645D-44BA-AE02-433BB0C3B0DC},37.775765,-122.50144,POINT (-122.5014397812703 37.77576501006179)
2017,2,3290,1610 Jerrold Ave,KFC Taco Bell,JERROLD,SIDEWALK,2,4,{8A7583E9-1543-498A-8B44-D5B5301BFF41},37.738938,-122.389506,POINT (-122.38950638282245 37.73893772393652)
2002,0,895,1200 VERMONT ST,Uni's Deli,VERMONT,SIDEWALK,1,2,{C84BF6ED-EBE1-4035-BB3A-7913FCB4C2FF},37.754245,-122.403671,POINT (-122.40367079821567 37.75424500479898)
2013,9,433,1798 CHURCH ST,Church Produce,CHURCH,SIDEWALK,1,2,{70A125B0-FD88-48C4-AF6E-22AED68D88E5},37.742202,-122.426797,POINT (-122.42679679636333 37.74220200653461)
2011,1,2286,2111 JENNINGS ST,Homeless shelter,JENNINGS,SIDEWALK,2,4,{51A9EFC4-EF45-43FE-B0D1-8F18DD1DF26C},37.726723,-122.388645,POINT (-122.38864480375123 37.72672300542866)
2018,9,4682,855 Folsom Street,N/A,Folsom Street,SIDEWALK,1,2,{B2F1E5EA-2DCE-44AB-8C1C-A433AA72B3BF},,,POINT (-122.40229205012007 37.78084785931605)
2015,1,475,1917 MISSION ST,Rogue and Saint Fitness,MISSION,SIDEWALK,1,2,{64AF1218-D365-4D0D-B22B-0108C7F73F5E},37.766267,-122.419421,POINT (-122.41942079419223 37.76626700490462)
2006,0,834,1426 18TH ST,Big Think Studios,18TH,SIDEWALK,1,2,{11EADBC7-DAA8-45A3-A08C-53A16E00A2A9},37.762658,-122.397182,POINT (-122.39718239793044 37.76265762287439)
0,0,2047,3135 16TH ST,Sam's Shoe Service,16TH,SIDEWALK,1,2,{C084B074-F237-4A61-9800-B9984E5F626B},37.764645,-122.422652,POINT (-122.42265179423963 37.76464500488063)
2018,4,4874,2090 Union Street,Lorna Jane,Union Street,SIDEWALK,1,2,{2FC510E9-C35E-4618-B2CE-227E926978AD},,,POINT (-122.43371328139544 37.79754966967168)
2013,4,2355,2055 SUNNYDALE AVE,John McLaren CDC,SUNNYDALE,SIDEWALK,1,2,{8BF63B91-E679-4696-A39A-5D379D508BEB},37.712399,-122.42116,POINT (-122.42115980113358 37.712399009506555)
2015,6,1592,11 SILLIMAN ST,Relax Feet Massage,SILLIMAN,SIDEWALK,1,2,{8642ED89-D601-4739-9162-D57177A73837},37.731065,-122.405463,POINT (-122.4054631006302 37.731065406355015)
2018,8,4671,290 Division Street,DIAKADI,Division Street,SIDEWALK,1,2,{6B8D896C-70B9-4AFA-BE62-C658320F5260},,,POINT (-122.40811411997706 37.769479071144524)
0,0,1470,2450 SAN BRUNO AVE,SFI Windows & Cabinets,SAN BRUNO,SIDEWALK,1,2,{C0FE4343-498E-4AAF-9547-9AE04835CB39},37.731017,-122.405289,POINT (-122.40528880074908 37.73101700633938)
2004,0,1019,2217 MARKET ST,Bombay Indian Restaurant,MARKET,SIDEWALK,1,2,{BAC7B321-2BD6-4F49-B952-C09296CB052A},37.765079,-122.431396,POINT (-122.43139579294784 37.765079006097594)
2017,9,4540,110  06th Street,WerkHair Salon,06th Street,ROADWAY,5,10,{95EAAA8C-DB79-44AC-A6B6-104ED19DA0A7},,,POINT (-122.40866188026456 37.780630339000886)
2015,1,1871,2171 MISSION ST,Pagertown and Weird Fish,MISSION,SIDEWALK,1,2,{718145E7-B93B-4632-AE2E-27188C20CDDE},37.762246,-122.419172,POINT (-122.41917189541441 37.76224630453482)
2002,0,1040,1601 ALEMANY BLVD,Peter Kascant DDS,ALEMANY,SIDEWALK,1,2,{0CC5BC6E-B72E-44EA-9FD2-3A8F87A324C4},37.726426,-122.435851,POINT (-122.43585079700779 37.726426008239216)
2018,6,4764,4190 20th Street,Carshare,20th Street,SIDEWALK,1,2,{CCDEACC8-C1F2-42BF-91B1-1893F7697B0B},,,POINT (-122.43444158116215 37.75782461034498)
2017,7,3209,2341 Irving St,Mang Van Inc.,IRVING,SIDEWALK,1,2,{2DF080DA-122B-4C8D-97A1-AE9BB7D5CCE9},37.763238,-122.482921,POINT (-122.48292079522628 37.763237739163216)
2010,11,2804,1714 FILLMORE ST,Marcus Bookstore,FILLMORE,SIDEWALK,1,2,{6465C7FC-357C-46F0-864C-AF70AB1AFD66},37.785467,-122.432852,POINT (-122.43285179051291 37.78546700424757)
2017,9,4487,4401 Geary St,Modera Fine Wine & Spirits,08th Street,SIDEWALK,1,2,{D58F312F-88EF-47F8-B3DB-2B2102F6B09C},,,POINT (-122.46658251831442 37.78060615925358)
2015,1,1908,430 CORTLAND AVE,Bernal Heights Nails Care,CORTLAND,SIDEWALK,1,2,{77F9EF9D-2F6F-4221-AB9F-6ED3907EF1C8},37.739104,-122.417146,POINT (-122.41714589807741 37.739103806598706)
2003,0,1829,3250 MISSION ST,Bank of America,MISSION,SIDEWALK,1,2,{34A1C35F-174B-46D6-9CDE-213D7EA9D167},37.744868,-122.420782,POINT (-122.42078179740479 37.74486800636815)
2003,0,1309,225 BUSH ST,office building,BUSH,SIDEWALK,2,4,{84D39433-D55F-40B9-8762-EA23FE815BC8},37.790932,-122.401324,POINT (-122.40132379468663 37.7909320012765)
2015,10,1540,2430 MISSION ST,Community Trust,MISSION,SIDEWALK,1,2,{7EFDB740-D43F-4B0B-9F26-C9A999C8BDDF},37.75816,-122.419094,POINT (-122.41909445333593 37.75815969568885)
2017,4,3262,1315 Ellis Street,Phoebe Hearst Preschool,ELLIS,SIDEWALK,2,4,{92DECF46-9B21-4792-96F7-68533647DED9},37.782883,-122.427843,POINT (-122.4278433366086 37.7828832362143)
2004,0,651,32 OTIS ST,City Ballet School,OTIS,SIDEWALK,2,4,{B75BFFBA-BC82-43BB-A8C3-7C279B363C92},37.772796,-122.419561,POINT (-122.4195607935164 37.77279600375987)
2015,1,235,380 EDDY ST,Cadillac Hotel,EDDY,SIDEWALK,2,4,{036D104A-3BAA-4F1F-9B9A-21F8F5818DAD},37.78405,-122.413933,POINT (-122.41393289299518 37.784050403028495)
2016,7,3610,2250 Mission Street,Mission: Comics & Art,MISSION,SIDEWALK,2,4,{C569EBAF-E3A5-4D6C-AA16-70AEB75EC62D},37.761015,-122.419367,POINT (-122.41936741909417 37.76101504988932)
2013,6,50,235 KANSAS ST,16th and Kansas Streets Building LLC,KANSAS,SIDEWALK,2,4,{5AF98EAB-7EE3-44A6-AC4E-783C4D9CE823},37.76642,-122.403329,POINT (-122.40332879735635 37.76642000304211)
2018,12,4563,301 De Montfort Avenue,Stratford School,De Montfort Avenue,SIDEWALK,3,6,{CDEA8309-C120-448B-BD8D-B9A868E60016},,,POINT (-122.46162805930504 37.72312660077052)
2018,4,4954,2164 Chestnut Street,Chase Bank,Chestnut Street,SIDEWALK,1,2,{8AAC541B-A030-499A-82AF-F48AB1E71340},,,POINT (-122.43896253326575 37.80061350854018)
2009,0,155,186 LELAND AVE,laundromat,LELAND,SIDEWALK,1,2,{70206581-25F6-4E2D-A73E-9F9B0EB5BD42},37.712662,-122.407101,POINT (-122.40710080253048 37.71266200792029)
2017,2,3324,2230 03rd Street,Skully,03RD,SIDEWALK,1,2,{3F093AE7-E205-4D2F-917A-27A97F4017BF},37.761357,-122.388798,POINT (-122.38879823113483 37.76135716105688)
2002,0,1902,1412 MARKET ST,New Central Hotel & Hostel,MARKET,SIDEWALK,1,2,{FEB00C1D-8B4F-4652-801F-634AB96E1AA4},37.776325,-122.418205,POINT (-122.41820479266617 37.77632500352125)
2004,0,2485,1915 OCEAN AVE,In Style,OCEAN,SIDEWALK,1,2,{6EC6DDDC-5539-4105-9E3B-874086C2B851},37.725197,-122.462636,POINT (-122.46263579203712 37.72519701129504)
2017,5,3260,1187 Franklin,Montessori House,GEARY,SIDEWALK,2,4,{F6B133B6-77A6-4B9B-AB01-BCBA756D47A9},37.785347,-122.423088,POINT (-122.42308815037384 37.78534748956829)
2003,0,620,985 VALENCIA ST,UNKNOWN,VALENCIA,SIDEWALK,1,2,{459BC427-C881-40EF-AA18-8FFAF56A1588},37.757219,-122.420837,POINT (-122.42083679512731 37.75721900464202)
2006,0,417,1262 09TH AVE,Walter-Adams Gallery,09TH,SIDEWALK,1,2,{685ECE47-E5FC-42A6-9054-607F32B28B70},37.76481,-122.466023,POINT (-122.46602278817069 37.764810007533946)
2002,0,1601,901 MARKET ST,Marshall's and Sports Basement and Stantec,MARKET,SIDEWALK,1,2,{3BC41880-E6A6-445F-BD54-A112F9792C0B},37.783465,-122.408028,POINT (-122.40802779442745 37.78346500173742)
2018,7,4956,840 Irving Street,One Medical,Irving Street,SIDEWALK,1,2,{4AC13369-091C-4922-8DA5-867B6E94C440},,,POINT (-122.46730938142574 37.76413272852924)
2012,8,2905,360 WEST PORTAL AVE,shopping complex,WEST PORTAL,SIDEWALK,1,2,{0BFEDE21-8CCB-4DD3-8A92-0ECB0B3BC058},37.737398,-122.470178,POINT (-122.4701777896674 37.73739801086347)
2002,0,2400,2834 DIAMOND ST,La Corneta Taqueria,DIAMOND,SIDEWALK,1,2,{CD8F5C3E-8780-4016-95CB-3741AD63B497},37.734054,-122.434231,POINT (-122.434230795344 37.73405400748905)
0,0,3011,1399 BUSH ST,Polk Bush Garage,BUSH,GARAGE,0,0,{30E57418-629D-47B5-A131-81DF9659B064},37.788633,-122.42023,POINT (-122.42023039198075 37.78863257286306)
2004,0,694,26 04TH ST,Container Store,04TH,SIDEWALK,1,2,{1C2C1D2F-A6E9-497F-97EA-8A69317FACA7},37.784985,-122.405664,POINT (-122.40566379511655 37.784985001421184)
0,0,844,870 MARKET ST,Flood Building,MARKET,SIDEWALK,1,2,{29740D45-C47C-4B8B-A0C5-3410021959D0},37.785106,-122.40741,POINT (-122.4074097933798 37.78510600148986)
2018,6,4758,1233 Noe Street,James Lick Middle School,Noe Street,SIDEWALK,1,2,{F4FB5E34-5AE8-4EBB-B781-3F10891DDF33},,,POINT (-122.43141046048409 37.749338080949556)
2004,0,1537,396 HAYES ST,UNKNOWN,HAYES,SIDEWALK,1,2,{FB83A7D9-E0FF-486C-865B-84BABAA45744},37.777136,-122.422676,POINT (-122.42267579211376 37.77713600381684)
2017,9,4890,962 Valencia Street,Chrome Industries,Valencia Street,SIDEWALK,1,2,{C7C2AC73-116A-43D2-BF6D-207EC0CA8224},,,POINT (-122.42146640131958 37.75749781138701)
2018,5,4846,2664 Mission Street,Factory 2-U,Mission Street,SIDEWALK,2,4,{1676CA7F-257E-4447-ADF1-0DD6DB8E090E},,,POINT (-122.41900012178434 37.75430240108257)
2011,11,766,405 HOWARD ST,New Resource Bank,HOWARD,SIDEWALK,1,2,{698D8F14-EB8F-4A6C-9894-0A38A6589024},37.788886,-122.395237,POINT (-122.39523679632939 37.7888860004592)
2018,1,4966,1001 Haight Street,Buena Vista Park,Haight Street,SIDEWALK,1,2,{EF256392-BD31-4CBA-9D90-9E3B092F26C4},,,POINT (-122.4407947997107 37.770726280616074)
2015,1,1708,1716 DIVISADERO ST,Cheese Steak Shop,DIVISADERO,SIDEWALK,1,2,{108609E9-31AB-4CBB-A064-BE110DCD11C3},37.785582,-122.439786,POINT (-122.43978558966904 37.78558240465871)
2019,1,4583,115 Mason Street,Bar,Mason Street,SIDEWALK,2,4,{29AAC4B7-1880-4DB9-ADFF-C20F60EFDD84},,,POINT (-122.40961984050925 37.784577639050134)
2010,0,64,4001 JUDAH ST,Outerlands Cafe,JUDAH,SIDEWALK,2,4,{B8C35241-A183-42AC-AEAE-ACCF46B62D78},37.760247,-122.505006,POINT (-122.50500578212662 37.76024701150408)
2015,11,5,807 LINCOLN WAY,Little Shamrock,LINCOLN,SIDEWALK,1,2,{7665F688-8FD1-404A-B1CE-C382B089D8E4},37.765828,-122.466485,POINT (-122.46648461870089 37.765827629500535)
2003,0,2086,2909 MISSION ST,Casa Guadalupe,MISSION,SIDEWALK,1,2,{9AAECEC8-8B94-4F68-840D-831D8085DBDF},37.750443,-122.417914,POINT (-122.41791379679476 37.75044300544067)
2016,9,3516,901 Divisadero Street,Kava Lounge Café,DIVISADERO,SIDEWALK,2,4,{33AE239E-2D52-48FC-A999-80A4D03C2B3F},37.77778,-122.438458,POINT (-122.43845770092099 37.777780419696356)
2002,0,212,562 GREEN ST,Columbus Cafe,GREEN,SIDEWALK,1,2,{1DCC5519-737B-4A03-AA2C-DB17E04AA984},37.799758,-122.408397,POINT (-122.4083967928656 37.79975800120756)
2000,0,1253,201 GUERRERO ST,Studio Guell,GUERRERO,SIDEWALK,2,4,{E4283F64-D62A-464E-8D90-D21256489AB8},37.767848,-122.424154,POINT (-122.42415379302429 37.76784800456803)
2005,0,1535,1326 CHURCH ST,Valley Chiropractic,CHURCH,SIDEWALK,1,2,{6CC7F112-6CF2-4E29-80DC-44D3197316AC},37.749524,-122.427403,POINT (-122.42740279473118 37.74952400592405)
2015,1,968,445 VALENCIA ST,Relax Feet Massage,VALENCIA,SIDEWALK,1,2,{CF2942B5-8D00-441A-8591-232B5724AF31},37.765853,-122.421816,POINT (-122.42181609398364 37.76585300506159)
2019,2,4914,905 Haight Street,Superette Market & Liquor Store,Haight Street,SIDEWALK,1,2,{FB4A5828-8F8D-4DE6-B732-2F74421961F9},,,POINT (-122.43718598998595 37.7710523588651)
2017,9,4891,5258 Mission Street,Mission Organic Center,Mission Street,SIDEWALK,1,2,{468DAF21-350C-4AF8-8EB2-15B773BCB8C9},,,POINT (-122.4424184083626 37.715178970868116)
0,0,2110,1351 HARRISON ST,Circle Community Acupuncture,HARRISON,SIDEWALK,1,2,{D07A9135-37B0-4E8E-BC4C-BC284580030E},37.77186,-122.4106,POINT (-122.41059979445959 37.77186000354622)
2016,8,3520,34 Ellis St,CB2,ELLIS,SIDEWALK,2,4,{489556CC-56A9-4390-B440-891FB1D650F7},37.785725,-122.406539,POINT (-122.40653851043587 37.78572515008504)
2017,9,4660,734 La Playa Street,Kawika's Ocean Beach Deli,La Playa Street,SIDEWALK,3,6,{B4EBDB67-51F1-40A2-9D7A-E533BE063E7A},,,POINT (-122.50979514028943 37.77453645882218)
